StateCode,Division,YearMonth,TAVG,TMIN,TMAX,PCP,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24
41,0,195202,52.40,38.90,65.90,1.56,-5.09,-5.09,-1.76,-5.09,25.00,296.00,0.07,-0.53,-1.04,-1.11,-1.39,-1.37,-1.37
41,0,195203,54.30,41.30,67.40,1.42,-4.70,-4.70,-0.41,-4.70,35.00,290.00,-0.27,-0.20,-0.57,-1.28,-1.58,-1.45,-1.30
41,0,195204,62.50,49.60,75.30,3.35,-3.78,-3.78,1.32,-3.22,63.00,104.00,0.94,0.58,0.48,-0.63,-1.00,-0.99,-1.27
41,0,195205,71.60,58.30,84.90,3.48,-3.50,-3.50,-0.33,-3.02,238.00,7.00,0.24,0.70,0.50,-0.22,-0.61,-0.95,-1.37
41,0,195206,81.70,69.50,93.90,1.11,-4.46,-4.46,-3.97,-4.46,503.00,0.00,-1.55,-0.80,-0.15,-0.41,-1.04,-1.34,-1.73
41,0,195207,82.10,69.90,94.30,2.13,-4.59,-4.59,-1.76,-4.59,559.00,0.00,-0.14,-1.18,-0.82,-0.27,-0.87,-1.11,-2.06
41,0,195208,85.60,72.20,99.10,0.55,-5.42,-5.42,-3.91,-5.42,653.00,0.00,-2.63,-1.35,-1.85,-0.86,-1.13,-1.18,-2.26
41,0,195209,75.60,61.80,89.40,1.86,-5.42,-5.42,-1.67,-5.42,367.00,1.00,-0.75,-1.68,-1.39,-1.08,-1.14,-1.46,-2.53
41,0,195210,62.80,46.10,79.50,0.02,-5.74,-5.74,-2.65,-5.74,70.00,105.00,-2.81,-2.02,-2.37,-2.12,-1.55,-1.83,-2.42
41,0,195211,52.70,41.20,64.30,3.29,-4.37,-4.37,2.33,-3.46,20.00,300.00,1.24,-0.43,-0.84,-1.74,-1.16,-1.40,-1.95
41,0,195212,45.70,33.90,57.60,2.10,-3.59,-3.59,0.99,-2.28,5.00,518.00,0.52,1.08,-0.20,-1.17,-0.98,-1.08,-1.46
41,0,195301,51.20,36.50,65.80,0.57,-3.77,-3.77,-1.65,-3.03,24.00,395.00,-1.19,-0.39,0.45,-1.38,-1.50,-1.15,-1.58
41,0,195302,49.20,36.10,62.20,1.27,-3.57,-3.57,-0.57,-2.99,10.00,388.00,-0.29,-0.94,-0.44,-0.91,-1.70,-1.21,-1.65
41,0,195303,61.30,49.00,73.70,1.66,-3.45,-3.45,-0.75,-3.07,106.00,147.00,0.02,-0.24,-0.70,-0.56,-1.31,-1.16,-1.74
41,0,195304,64.20,50.40,78.10,2.21,-3.09,-3.09,0.03,-2.64,102.00,80.00,0.11,0.09,-0.10,0.14,-1.21,-1.41,-1.66
41,0,195305,72.80,60.00,85.60,3.16,-2.95,-2.95,-0.54,-2.62,290.00,6.00,0.01,-0.03,-0.01,-0.31,-0.74,-1.46,-1.80
41,0,195306,85.00,71.70,98.40,1.04,-3.75,-3.75,-3.32,-3.75,597.00,0.00,-1.63,-1.04,-0.85,-1.01,-0.85,-1.45,-2.24
41,0,195307,83.70,71.80,95.70,2.11,-4.01,-4.01,-1.95,-4.01,590.00,0.00,-0.16,-1.24,-1.02,-0.79,-0.38,-1.38,-2.11
41,0,195308,81.70,69.70,93.70,3.33,-3.25,-3.25,1.05,-2.79,544.00,0.00,0.95,0.49,-0.53,-0.37,-0.50,-0.78,-1.64
41,0,195309,76.30,61.30,91.40,1.30,-3.75,-3.75,-2.51,-3.75,381.00,0.00,-1.27,-0.26,-0.40,-0.88,-1.02,-0.89,-1.98
41,0,195310,66.80,54.20,79.30,3.49,-3.01,-3.01,1.06,-2.54,167.00,38.00,0.71,-0.21,0.18,-0.56,-0.53,-0.27,-1.56
41,0,195311,53.60,40.90,66.20,1.05,-3.01,-3.01,-0.92,-2.84,19.00,300.00,-0.65,0.21,-0.53,-0.76,-0.63,-0.73,-1.51
41,0,195312,43.80,31.90,55.60,1.66,-2.72,-2.72,-0.06,-2.52,1.00,565.00,0.09,-0.47,0.12,-0.25,-0.64,-0.81,-1.17
41,0,195401,47.90,35.00,60.80,0.96,-2.91,-2.91,-1.40,-2.91,18.00,474.00,-0.58,-0.43,-0.73,-0.31,-0.82,-0.77,-1.19
41,0,195402,55.30,39.90,70.70,0.29,-3.68,-3.68,-3.21,-3.68,33.00,247.00,-1.73,-1.52,-1.10,-1.02,-1.12,-0.97,-1.40
41,0,195403,55.30,42.00,68.50,0.38,-4.03,-4.03,-2.21,-4.03,36.00,278.00,-1.78,-2.19,-1.87,-0.88,-1.02,-1.25,-1.60
41,0,195404,69.10,56.90,81.30,2.82,-3.90,-3.90,-0.84,-3.90,187.00,22.00,0.59,-0.35,-1.12,-1.10,-0.77,-1.13,-1.76
41,0,195405,69.80,58.00,81.50,3.75,-3.44,-3.44,0.17,-3.31,200.00,17.00,0.43,0.58,-0.04,-0.69,-0.84,-0.99,-1.83
41,0,195406,80.80,68.50,93.10,1.73,-4.06,-4.06,-2.91,-4.06,503.00,0.00,-0.88,-0.29,0.00,-1.00,-0.68,-0.81,-1.78
41,0,195407,85.10,71.80,98.40,1.01,-4.79,-4.79,-3.47,-4.79,656.00,0.00,-1.44,-1.52,-0.93,-1.31,-1.29,-0.97,-1.98
41,0,195408,84.00,71.30,96.60,1.43,-5.08,-5.08,-2.34,-5.08,628.00,0.00,-0.75,-1.53,-1.66,-1.20,-1.41,-1.30,-1.75
41,0,195409,79.50,65.50,93.40,0.93,-5.75,-5.75,-3.58,-5.75,477.00,0.00,-1.66,-1.71,-1.93,-1.34,-1.96,-1.37,-1.90
41,0,195410,68.10,55.70,80.50,2.78,-5.16,-5.16,0.00,-5.10,196.00,29.00,0.32,-0.78,-1.05,-1.38,-1.64,-1.62,-1.42
41,0,195411,54.80,40.60,69.00,1.12,-5.06,-5.06,-1.30,-5.06,24.00,271.00,-0.56,-0.11,-1.00,-1.73,-1.49,-1.71,-1.69
41,0,195412,49.70,35.60,63.80,0.75,-5.27,-5.27,-2.21,-5.27,14.00,398.00,-1.12,-1.08,-0.53,-1.77,-1.36,-1.91,-1.59
41,0,195501,45.60,34.50,56.60,1.48,-5.10,-5.10,-1.11,-5.10,12.00,518.00,0.08,-0.74,-0.90,-1.35,-1.53,-1.79,-1.56
41,0,195502,48.30,35.60,61.00,1.77,-4.73,-4.73,-0.48,-4.73,11.00,402.00,0.33,0.21,-0.41,-1.00,-1.67,-1.47,-1.56
41,0,195503,57.80,43.90,71.80,0.76,-4.83,-4.83,-1.76,-4.83,63.00,214.00,-1.17,-0.56,-0.40,-0.63,-1.68,-1.38,-1.75
41,0,195504,68.30,55.00,81.70,1.45,-5.16,-5.16,-2.46,-5.16,177.00,28.00,-0.67,-1.24,-0.78,-1.04,-1.48,-1.67,-1.96
41,0,195505,74.60,62.20,87.00,3.69,-5.01,-5.01,-1.16,-5.01,350.00,2.00,0.39,-0.15,-0.56,-0.67,-1.07,-1.68,-2.01
41,0,195506,78.30,65.50,91.00,2.41,-5.10,-5.10,-1.80,-5.10,410.00,0.00,-0.26,0.04,-0.32,-0.44,-0.67,-1.51,-1.83
41,0,195507,82.10,70.50,93.80,2.44,-4.94,-4.94,-1.10,-4.94,566.00,0.00,0.15,-0.19,0.02,-0.44,-0.74,-1.13,-1.76
41,0,195508,81.60,69.40,93.80,2.54,-4.48,-4.48,-0.14,-4.47,548.00,0.00,0.37,0.21,-0.10,-0.44,-0.54,-0.87,-1.83
41,0,195509,77.50,65.70,89.30,2.98,-4.20,-4.20,-0.54,-4.20,432.00,0.00,0.14,0.22,0.14,-0.17,-0.30,-0.51,-1.57
41,0,195510,66.30,51.70,80.90,1.29,-4.28,-4.28,-1.55,-4.28,149.00,45.00,-0.77,-0.48,-0.34,-0.30,-0.58,-0.82,-1.82
41,0,195511,54.00,40.20,67.90,0.64,-4.48,-4.48,-1.92,-4.48,27.00,271.00,-1.21,-1.34,-0.96,-0.77,-0.91,-0.96,-1.83
41,0,195512,48.20,34.70,61.70,0.66,-4.75,-4.75,-2.19,-4.75,8.00,458.00,-1.29,-1.55,-1.56,-0.98,-0.93,-0.97,-1.68
41,0,195601,46.10,32.90,59.40,1.16,-4.80,-4.80,-1.63,-4.80,12.00,529.00,-0.31,-1.10,-1.39,-1.10,-0.89,-1.07,-1.74
41,0,195602,49.20,36.80,61.60,1.55,-4.65,-4.65,-1.04,-4.65,18.00,358.00,0.06,-0.20,-0.80,-1.17,-1.01,-1.12,-1.66
41,0,195603,57.20,42.50,72.00,0.43,-4.92,-4.92,-2.24,-4.92,46.00,236.00,-1.70,-1.01,-0.91,-1.54,-1.25,-1.19,-1.71
41,0,195604,64.30,50.90,77.70,1.31,-5.11,-5.11,-2.08,-5.11,101.00,69.00,-0.85,-1.87,-1.27,-1.56,-1.46,-1.23,-2.03
41,0,195605,76.00,63.10,88.90,2.51,-5.67,-5.67,-3.26,-5.67,369.00,0.00,-0.53,-0.99,-1.63,-1.54,-1.59,-1.46,-2.41
41,0,195606,82.00,69.10,95.00,1.17,-6.52,-6.52,-4.31,-6.52,511.00,0.00,-1.47,-1.38,-1.61,-1.72,-1.85,-1.71,-2.63
41,0,195607,84.00,70.80,97.20,1.05,-7.03,-7.03,-3.54,-7.03,623.00,0.00,-1.39,-1.89,-1.84,-2.11,-2.16,-1.94,-2.62
41,0,195608,83.30,69.60,96.90,1.07,-7.26,-7.26,-2.86,-7.26,607.00,0.00,-1.29,-1.78,-2.10,-2.84,-2.35,-2.12,-2.56
41,0,195609,77.90,63.10,92.60,0.54,-7.77,-7.77,-3.78,-7.77,436.00,0.00,-2.11,-2.31,-2.25,-2.69,-2.75,-2.56,-2.54
41,0,195610,69.40,55.40,83.30,1.64,-7.50,-7.50,-1.57,-7.50,223.00,21.00,-0.47,-1.79,-1.95,-2.48,-2.72,-2.74,-2.52
41,0,195611,52.20,38.40,66.00,1.14,-7.03,-7.03,-0.93,-7.03,17.00,318.00,-0.54,-0.74,-1.82,-2.43,-3.03,-2.85,-2.41
41,0,195612,50.00,36.60,63.40,1.41,-6.69,-6.69,-1.16,-6.69,16.00,377.00,-0.19,-0.58,-0.74,-2.15,-2.50,-2.65,-2.03
41,0,195701,46.80,35.40,58.10,0.92,-6.58,-6.58,-1.73,-6.58,19.00,500.00,-0.64,-0.66,-0.83,-1.95,-2.33,-2.64,-2.22
41,0,195702,55.90,45.70,66.10,2.07,-6.19,-6.19,-0.84,-6.19,45.00,239.00,0.67,0.02,-0.17,-1.36,-2.17,-2.58,-2.30
41,0,195703,55.20,43.50,66.90,2.87,0.66,-4.89,1.98,-4.11,37.00,287.00,1.28,1.25,0.60,-0.22,-1.50,-1.92,-2.09
41,0,195704,62.70,51.50,73.90,6.19,2.50,-2.48,5.71,0.40,86.00,89.00,2.37,2.24,2.24,1.17,-0.14,-0.93,-1.49
41,0,195705,70.80,60.50,81.20,5.69,3.57,-0.89,4.01,3.23,263.00,10.00,1.59,2.60,2.48,1.93,0.66,-0.26,-1.24
41,0,195706,78.60,67.60,89.60,3.04,3.82,3.82,1.85,3.82,440.00,0.00,0.23,1.22,2.21,1.89,1.11,0.13,-1.16
41,0,195707,84.50,71.50,97.40,0.99,3.42,3.42,-0.03,3.35,627.00,0.00,-1.47,-0.67,0.52,1.76,1.09,0.13,-1.39
41,0,195708,82.90,70.10,95.70,1.25,2.29,2.29,-2.33,1.26,586.00,0.00,-1.00,-1.69,-1.12,1.41,1.07,0.14,-1.56
41,0,195709,74.30,61.50,87.00,3.46,2.27,2.27,0.63,1.45,326.00,3.00,0.47,-0.21,-0.87,1.26,1.25,0.63,-1.52
41,0,195710,62.70,51.90,73.50,4.64,3.03,3.03,2.99,3.03,86.00,99.00,1.26,1.16,0.63,0.75,1.74,1.19,-0.99
41,0,195711,51.00,41.00,61.10,3.71,4.02,4.02,3.91,4.02,18.00,329.00,1.49,1.66,1.62,0.61,1.93,1.67,-0.57
41,0,195712,50.10,36.80,63.50,0.95,3.55,3.55,-0.17,3.43,12.00,384.00,-0.80,0.70,1.20,0.37,1.60,1.57,-0.43
41,0,195801,43.70,32.00,55.20,2.88,4.20,4.20,3.03,4.20,6.00,591.00,1.44,0.47,1.21,1.15,1.18,1.99,-0.22
41,0,195802,45.30,35.00,55.60,2.27,4.49,4.49,2.17,4.49,2.00,513.00,0.89,1.45,0.74,1.63,0.82,1.99,-0.12
41,0,195803,49.30,39.10,59.50,1.85,4.52,4.52,1.50,4.52,13.00,408.00,0.24,0.67,1.17,1.45,0.84,1.91,0.06
41,0,195804,62.70,50.80,74.60,2.54,4.47,4.47,1.22,4.47,91.00,88.00,0.38,0.39,0.63,1.06,1.18,1.23,0.26
41,0,195805,72.60,60.30,84.90,2.88,3.99,3.99,-0.06,3.91,291.00,4.00,-0.22,0.00,0.10,0.43,1.22,0.66,0.33
41,0,195806,81.30,69.10,93.50,2.62,3.79,3.79,0.63,3.79,514.00,0.00,-0.09,-0.28,-0.11,0.56,0.99,0.58,0.54
41,0,195807,83.30,71.30,95.30,2.52,3.51,3.51,0.34,3.51,591.00,0.00,0.23,-0.02,-0.21,0.21,0.67,0.82,0.74
41,0,195808,82.90,69.90,95.80,2.11,2.99,2.99,-0.49,2.73,591.00,0.00,0.00,-0.01,-0.17,-0.05,0.25,0.93,0.86
41,0,195809,76.30,66.60,85.90,5.86,3.82,3.82,3.43,3.82,392.00,1.00,1.90,1.38,1.25,0.69,1.05,1.32,1.66
41,0,195810,63.90,54.30,73.50,3.01,3.89,3.89,1.39,3.89,113.00,70.00,0.45,1.43,1.21,0.73,0.83,1.11,1.86
41,0,195811,55.30,42.80,67.80,1.21,3.31,3.31,-0.55,3.04,35.00,235.00,-0.46,0.05,1.07,0.68,0.54,0.71,1.92
41,0,195812,44.70,31.70,57.70,0.84,2.65,2.65,-0.97,1.94,2.00,562.00,-0.97,-0.94,-0.35,0.53,0.30,0.68,1.42
41,0,195901,43.10,30.20,56.10,0.45,1.82,1.82,-1.65,0.46,5.00,621.00,-1.41,-1.58,-1.37,0.19,-0.03,0.22,1.40
41,0,195902,48.40,37.30,59.60,2.13,1.80,1.80,0.49,0.62,8.00,407.00,0.74,-0.30,-0.77,0.42,0.24,0.20,1.43
41,0,195903,54.50,39.70,69.30,0.59,1.18,1.18,-1.31,-0.44,29.00,286.00,-1.43,-0.40,-0.89,-0.76,0.03,-0.08,1.19
41,0,195904,62.50,50.10,75.00,2.61,1.30,1.30,0.72,-0.02,66.00,96.00,0.43,-0.35,0.00,-0.88,0.09,-0.06,0.84
41,0,195905,74.30,62.60,86.00,3.54,1.04,1.04,-0.36,-0.34,335.00,2.00,0.29,0.38,-0.14,-0.58,0.18,0.08,0.57
41,0,195906,79.70,67.90,91.40,4.05,1.30,1.30,1.09,0.28,464.00,0.00,0.91,0.74,0.73,0.11,-0.20,0.37,0.72
41,0,195907,80.40,68.90,91.90,3.72,1.89,1.89,2.18,1.33,517.00,0.00,1.18,1.32,1.15,0.74,0.01,0.58,1.07
41,0,195908,81.70,69.80,93.60,2.33,1.84,1.84,0.43,1.34,541.00,0.00,0.19,0.86,1.17,0.61,0.17,0.58,1.19
41,0,195909,77.50,64.90,90.00,1.85,1.02,1.02,-1.89,-0.15,416.00,0.00,-0.76,-0.51,0.11,0.57,0.12,-0.12,1.04
41,0,195910,64.90,52.40,77.50,4.54,1.79,1.79,2.64,1.42,143.00,62.00,1.21,0.51,0.40,1.01,0.76,0.17,0.99
41,0,195911,49.10,35.50,62.70,1.19,1.66,1.66,0.14,1.28,7.00,412.00,-0.48,0.72,0.19,0.78,0.51,0.18,0.60
41,0,195912,48.40,36.80,60.00,2.69,2.08,2.08,1.77,2.08,8.00,434.00,1.01,0.26,0.91,0.75,0.92,0.52,0.70
41,0,196001,44.10,33.60,54.60,1.94,2.31,2.31,1.34,2.31,8.00,569.00,0.58,1.00,0.38,0.50,1.00,0.80,0.61
41,0,196002,43.70,31.30,56.10,1.83,2.58,2.58,1.53,2.58,2.00,536.00,0.40,0.58,0.92,0.58,1.05,0.75,0.58
41,0,196003,50.60,38.40,62.80,1.01,2.33,2.33,0.05,2.29,11.00,413.00,-0.81,-0.31,0.03,0.65,0.62,0.82,0.49
41,0,196004,66.60,53.20,79.90,1.53,1.86,1.86,-0.70,1.45,134.00,41.00,-0.57,-0.90,-0.54,-0.14,0.11,0.62,0.42
41,0,196005,71.50,58.00,85.00,1.51,1.02,1.02,-1.93,-0.25,232.00,7.00,-1.58,-1.60,-1.80,-0.46,-0.30,0.22,0.26
41,0,196006,81.20,68.10,94.30,3.69,1.12,1.12,0.61,0.11,498.00,0.00,0.68,-0.44,-0.69,-0.46,0.11,0.17,0.42
41,0,196007,81.70,70.10,93.40,3.95,1.74,1.74,2.20,1.51,561.00,0.00,1.34,1.26,0.28,-0.13,0.06,0.22,0.61
41,0,196008,81.20,69.90,92.40,3.39,2.26,2.26,2.11,2.26,530.00,0.00,0.99,1.59,1.59,0.11,0.45,0.38,0.77
41,0,196009,76.20,63.00,89.40,1.91,1.51,1.51,-1.54,0.77,377.00,0.00,-0.71,0.11,0.71,-0.03,0.00,0.37,0.21
41,0,196010,68.10,56.30,79.80,5.22,2.38,2.38,3.06,2.38,195.00,31.00,1.50,0.80,1.05,0.91,0.48,0.53,0.50
41,0,196011,56.10,44.10,68.20,1.52,2.12,2.12,-0.05,2.03,40.00,221.00,-0.13,1.11,0.58,1.35,0.36,0.62,0.52
41,0,196012,42.90,33.30,52.60,3.86,3.23,3.23,3.98,3.23,2.00,585.00,1.82,1.08,1.60,1.76,0.93,0.82,0.79
41,0,196101,41.50,29.50,53.40,2.40,3.79,3.79,2.69,3.79,3.00,666.00,1.02,1.98,1.32,1.53,1.38,0.92,1.05
41,0,196102,49.60,36.80,62.40,2.14,3.93,3.93,1.58,3.93,13.00,366.00,0.75,1.08,1.82,1.40,1.98,0.98,1.08
41,0,196103,57.90,44.70,71.00,1.67,3.57,3.57,0.13,3.56,70.00,199.00,0.03,0.44,0.78,1.57,1.83,1.11,1.24
41,0,196104,63.70,49.40,78.00,0.82,2.78,2.78,-1.26,2.22,79.00,85.00,-1.70,-0.94,-0.38,0.53,1.05,0.99,1.14
41,0,196105,73.50,60.30,86.60,1.68,1.78,1.78,-2.15,0.33,292.00,4.00,-1.37,-2.10,-1.69,0.19,0.39,1.01,0.90
41,0,196106,77.60,66.30,89.00,5.50,2.64,2.64,3.14,2.36,399.00,0.00,1.75,0.55,-0.13,0.34,1.08,1.30,1.10
41,0,196107,79.60,68.50,90.80,3.83,3.40,3.40,3.09,3.40,488.00,0.00,1.26,2.02,1.03,0.48,0.91,1.21,1.11
41,0,196108,79.40,66.70,92.10,1.59,3.05,3.05,0.00,2.98,480.00,0.00,-0.55,0.48,1.54,0.12,0.87,0.88,1.00
41,0,196109,75.10,63.50,86.70,3.37,2.91,2.91,0.53,2.91,359.00,1.00,0.41,-0.07,0.51,0.20,0.51,1.12,1.27
41,0,196110,65.70,52.30,79.10,1.57,2.27,2.27,-1.02,1.79,137.00,54.00,-0.52,-0.14,-0.46,0.32,0.07,0.54,0.81
41,0,196111,51.30,40.50,62.10,2.71,2.60,2.60,1.69,2.60,17.00,329.00,0.85,0.08,0.21,1.03,0.15,0.79,1.03
41,0,196112,46.60,35.00,58.20,1.37,-0.07,2.26,-0.21,2.11,8.00,484.00,-0.24,0.38,-0.10,0.20,0.05,0.33,0.66
41,0,196201,40.10,26.70,53.60,0.97,-0.21,1.88,-0.44,1.48,3.00,698.00,-0.57,-0.65,0.00,-0.37,0.23,0.04,0.58
41,0,196202,55.70,40.80,70.50,0.73,-0.90,0.97,-2.14,-0.38,48.00,236.00,-1.04,-1.07,-0.99,-0.40,0.45,-0.23,0.47
41,0,196203,53.00,39.50,66.50,0.85,-1.08,0.60,-0.81,-1.02,22.00,334.00,-1.04,-1.36,-1.27,-0.77,-0.41,-0.43,0.46
41,0,196204,64.70,52.10,77.20,2.60,-0.87,0.64,0.30,-0.78,95.00,73.00,0.43,-0.18,-0.66,-0.44,-0.65,-0.07,0.67
41,0,196205,75.70,62.50,88.80,1.13,-2.13,-2.13,-4.05,-2.13,342.00,0.00,-2.10,-1.05,-1.38,-1.52,-0.93,-0.17,0.64
41,0,196206,78.40,66.60,90.20,4.38,-1.65,-1.65,0.80,-1.22,431.00,0.00,1.12,-0.27,-0.08,-0.74,-0.64,-0.36,0.74
41,0,196207,82.90,70.60,95.10,2.18,-1.83,-1.83,-1.06,-1.81,582.00,0.00,-0.09,0.73,-0.36,-0.65,-0.49,-0.64,0.51
41,0,196208,83.80,69.70,97.70,1.19,-2.46,-2.46,-2.47,-2.46,622.00,0.00,-1.09,-0.86,0.07,-0.76,-1.03,-0.70,0.20
41,0,196209,76.50,65.10,87.90,4.33,-1.75,-1.75,1.37,-1.09,403.00,1.00,1.03,0.22,0.02,-0.08,-0.58,-0.54,0.52
41,0,196210,69.40,57.30,81.40,2.27,-1.84,-1.84,-0.80,-1.47,234.00,21.00,0.00,0.59,0.05,-0.26,-0.51,-0.42,0.05
41,0,196211,54.90,42.70,67.10,1.81,-1.73,-1.73,-0.24,-1.40,25.00,269.00,0.14,-0.02,0.50,0.35,-0.30,-0.62,0.07
41,0,196212,46.80,35.50,58.10,1.62,-1.67,-1.67,-0.36,-1.43,5.00,492.00,0.04,-0.01,-0.08,-0.11,-0.15,-0.56,-0.20
41,0,196301,39.20,25.20,53.30,0.50,-2.02,-2.02,-1.55,-2.02,1.00,732.00,-1.32,-0.84,-0.59,-0.33,-0.52,-0.70,-0.43
41,0,196302,47.70,32.90,62.50,1.16,-2.16,-2.16,-1.06,-2.16,5.00,450.00,-0.43,-1.11,-0.86,-0.11,-0.08,-0.60,-0.55
41,0,196303,59.20,45.00,73.40,0.52,-2.72,-2.72,-2.34,-2.72,75.00,181.00,-1.55,-1.27,-1.51,-0.86,-0.77,-0.69,-0.73
41,0,196304,70.00,57.00,82.90,1.83,-3.18,-3.18,-2.22,-3.18,217.00,17.00,-0.24,-1.08,-1.11,-1.01,-0.78,-0.86,-0.62
41,0,196305,74.40,62.20,86.70,2.93,-3.52,-3.52,-2.01,-3.52,329.00,1.00,-0.18,-0.38,-0.92,-1.16,-0.55,-0.47,-0.43
41,0,196306,80.10,68.10,92.00,2.80,-3.71,-3.71,-1.66,-3.71,492.00,0.00,0.05,-0.16,-0.32,-1.07,-0.83,-0.76,-0.85
41,0,196307,83.80,71.50,96.00,1.61,-4.14,-4.14,-2.42,-4.14,601.00,0.00,-0.68,-0.44,-0.52,-1.00,-1.01,-0.81,-1.20
41,0,196308,83.20,70.30,96.00,1.65,-4.32,-4.32,-1.84,-4.32,606.00,0.00,-0.48,-0.94,-0.74,-1.12,-1.24,-0.70,-1.15
41,0,196309,77.10,64.90,89.40,2.07,-4.43,-4.43,-1.66,-4.43,416.00,0.00,-0.57,-0.79,-1.03,-0.96,-1.45,-1.13,-1.40
41,0,196310,70.30,56.10,84.50,0.89,-4.85,-4.85,-2.62,-4.85,246.00,14.00,-1.19,-1.24,-1.29,-1.28,-1.55,-1.49,-1.45
41,0,196311,56.70,43.80,69.60,2.47,-4.18,-4.18,0.52,-3.93,44.00,208.00,0.68,-0.40,-0.72,-1.00,-1.27,-1.43,-1.46
41,0,196312,40.70,29.30,52.20,1.28,-3.85,-3.85,-0.29,-3.65,0.00,688.00,-0.35,0.19,-0.53,-1.16,-1.07,-1.50,-1.25
41,0,196401,44.60,30.70,58.50,1.59,-3.49,-3.49,-0.11,-3.28,8.00,557.00,0.21,-0.23,0.14,-0.88,-1.01,-1.28,-1.23
41,0,196402,43.80,31.40,56.30,1.53,-3.07,-3.07,0.19,-2.73,1.00,522.00,0.04,0.12,-0.17,-0.68,-0.95,-1.20,-1.16
41,0,196403,55.20,41.30,69.00,1.72,-2.61,-2.61,0.41,-2.08,35.00,276.00,0.09,0.01,0.06,-0.39,-0.96,-0.96,-1.08
41,0,196404,67.00,54.00,79.90,1.67,-2.65,-2.65,-0.91,-2.38,150.00,39.00,-0.41,-0.22,-0.22,-0.12,-0.87,-1.00,-1.28
41,0,196405,74.40,62.30,86.50,2.35,-3.00,-3.00,-1.87,-3.00,325.00,1.00,-0.68,-0.85,-0.65,-0.59,-0.87,-1.10,-1.13
41,0,196406,79.50,67.20,91.80,1.84,-3.30,-3.30,-1.83,-3.30,455.00,0.00,-0.77,-1.04,-1.13,-0.73,-0.85,-1.27,-1.59
41,0,196407,84.20,71.20,97.20,1.07,-3.91,-3.91,-2.85,-3.91,608.00,0.00,-1.36,-1.40,-1.55,-1.24,-0.82,-1.31,-1.77
41,0,196408,83.40,71.20,95.70,2.51,-3.67,-3.67,-0.48,-3.67,602.00,0.00,0.35,-0.71,-1.05,-1.19,-0.99,-1.09,-1.49
41,0,196409,75.80,65.10,86.40,4.85,-2.57,-2.57,2.16,-1.66,382.00,1.00,1.34,1.11,0.35,-0.53,-0.39,-0.58,-1.44
41,0,196410,63.90,50.00,77.80,0.91,-2.84,-2.84,-1.62,-2.52,92.00,82.00,-1.17,0.24,0.23,-0.82,-0.80,-0.60,-1.58
41,0,196411,57.00,44.90,69.20,2.03,-2.62,-2.62,-0.21,-2.32,54.00,196.00,0.33,-0.64,0.27,-0.50,-0.72,-0.72,-1.52
41,0,196412,47.30,34.90,59.70,1.20,-2.70,-2.70,-1.04,-2.70,6.00,469.00,-0.45,-0.13,-0.76,-0.36,-0.86,-0.73,-1.34
41,0,196501,49.20,36.30,62.10,1.49,-2.74,-2.74,-0.97,-2.74,21.00,440.00,0.10,-0.37,-0.17,0.05,-0.78,-0.78,-1.28
41,0,196502,46.20,34.10,58.40,2.88,-1.87,-1.87,1.75,-1.08,6.00,458.00,1.52,0.97,0.47,0.38,-0.24,-0.49,-1.10
41,0,196503,49.50,37.20,61.70,1.14,-1.61,-1.61,0.21,-0.69,13.00,418.00,-0.63,0.59,0.42,-0.34,-0.13,-0.64,-1.05
41,0,196504,68.20,55.60,80.80,1.25,-2.01,-2.01,-1.70,-1.73,176.00,28.00,-0.93,-1.04,-0.03,-0.20,-0.04,-0.74,-1.19
41,0,196505,72.90,62.50,83.20,5.24,-1.09,-1.09,2.15,0.09,289.00,4.00,1.34,0.54,0.25,0.38,0.34,-0.13,-0.87
41,0,196506,78.80,67.60,89.90,2.75,-0.90,-0.90,0.23,0.34,447.00,0.00,0.01,0.91,0.37,0.49,-0.11,0.07,-0.89
41,0,196507,83.00,70.40,95.70,0.85,-1.43,-1.43,-1.88,-0.87,583.00,0.00,-1.68,-0.94,0.15,0.05,-0.05,0.05,-1.00
41,0,196508,80.90,68.50,93.40,2.03,-1.58,-1.58,-0.88,-1.21,534.00,0.00,-0.08,-1.21,-0.95,-0.45,-0.17,-0.06,-0.91
41,0,196509,76.80,64.60,88.80,3.05,-1.53,-1.53,-0.33,-1.21,411.00,1.00,0.19,-0.01,-0.76,-0.27,-0.02,-0.39,-0.82
41,0,196510,64.30,51.00,77.50,1.95,-1.53,-1.53,-0.48,-1.33,100.00,74.00,-0.23,-0.11,-0.25,-0.15,-0.16,-0.20,-0.67
41,0,196511,60.70,48.70,72.70,1.59,-1.86,-1.86,-1.48,-1.86,87.00,132.00,-0.06,-0.30,-0.21,-0.79,-0.51,-0.30,-0.80
41,0,196512,50.60,39.70,61.50,2.47,0.09,-1.58,0.28,-1.37,14.00,377.00,0.84,0.37,0.04,-0.55,-0.23,-0.04,-0.52
41,0,196601,40.30,29.50,51.20,1.68,0.12,-1.38,0.11,-1.05,3.00,685.00,0.31,0.69,0.34,-0.01,0.00,-0.03,-0.52
41,0,196602,44.80,32.60,56.90,1.88,0.31,-1.04,0.60,-0.37,3.00,495.00,0.45,0.44,0.71,0.17,-0.37,-0.22,-0.48
